DatGeracaoConjuntoDados;DatRalie;IdeNucleoCEG;CodCEG;SigUFPrincipal;DscOrigemCombustivel;SigTipoGeracao;NomEmpreendimento;MdaPotenciaOutorgadaKw;DscPropriRegimePariticipacao;DscTipoConexao;NomConexao;MdaTensaoConexao;NomEmpresaConexao;NumCnpjEmpresaConexao;DscViabilidade;DscSituacaoObra;DatPrevisaoInicioObra;DatContratoEPCOutorgado;DatRecursoFinanceiroOutorgado;DatCanteiroObraOutorgado;DatCanteiroObraRealizado;DatInicioObraOutorgado;DatInicioObraRealizado;DatConcretagemOutorgado;DatConcretagemRealizado;DatDesvioRioOutorgado;DatDesvioRioRealizado;DatMontagemOutorgado;DatMontagemRealizado;DatConclusaoTorresOutorgado;DatConclusaoTorresRealizado;DatEnchimentoOutorgado;DatEnchimentoRealizado;DatComissionamentoUGRealizado;DatSisTransmissaoOutorgado;DatSisTransmissaoRealizado;DatConclusaoSisTransOutorgado;DatConclusaoSisTransRealizado;DscJustificativaPrevisao;DscComercializacaoEnergia;DscSistema;DatConclusaoTransporteRealizado;DscSituacaoCronograma;DatRapeel;IdcComplexo;NomComplexo;DatEmissaoLP;DatValidadeLP;DscSituacaoLP;DatEmissaoLI;DatValidadeLI;DscSituacaoLI;DatSolicitacaoLO;DatPrevistaEmissaoLO;DatPrevMaxEmissaoLO;DatEmissaoLO;DatValidadeLO;DscSituacaoLO;NomSituacaoParAcesso;DatSolicitacaoParAcesso;DatEmissaoParAcesso;DscSitCCD;DatValidadeCCD;DatAssinaturaCCD;DscSitCCT;DatValidadeCCT;DatAssinaturaCCT;DscSituacaoCusd;DatValidadeCusd;DatAssinaturaCusd;DscSitCust;DatValidadeCust;DatAssinaturaCust;DscAtoOutorga;DscNumeroAto;NomOrgaoOutorgante;DscTipoOutorga;DatEmissaoAto
26/05/2025;22/04/2025;33415;PCH.PH.MT.033415-4.1;MT;Hídrica;PCH;Estivadinho 3;9900; 100% para PCH JAURU SPE S/A (PIE);Subestação;Jauru;138;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;3,46732E+12;Baixa;Paralisada;;;;01/12/2017;15/07/2022;31/03/2018;31/10/2022;01/10/2018;;15/07/2019;;01/05/2019;;;;20/09/2019;;;01/11/2018;;;;Paralisação de obras;ACR;Sistema Interligado Nacional;;Atrasado;05/04/2025;;;09/12/2020;08/12/2025;Válida;04/04/2022;03/04/2027;Válida;;10/08/2026;31/08/2026;;;Não Solicitada;Válido;29/11/2022;30/12/2022;Não se Aplica;;;Não se Aplica;;;Válido;23/11/2026;05/05/2023;Não se Aplica;;;Despacho;3.479;ANEEL;Autorização;19/11/2024
26/05/2025;22/04/2025;33476;UFV.RS.BA.033476-6.1;BA;Solar;UFV;Sertão Solar Barreiras VII;50000; 100% para SERTAO BRASIL ENERGIA SOLAR LTDA (PIE);Outros;Outros;0;;;Média;Não Iniciada;01/06/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;13/01/2025;S;Barreiras 2;30/07/2020;30/07/2022;Vencida;07/02/2023;07/02/2029;Válida;;01/07/2025;01/07/2025;;;Não Solicitada;Válido;29/03/2023;25/07/2023;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.946;ANEEL;Autorização;14/03/2023
26/05/2025;22/04/2025;33721;UTE.GN.RJ.033721-8.1;RJ;Fóssil;UTE;Comperj;257101; 100% para PETRÓLEO BRASILEIRO S.A. PETROBRAS (APE);Seccionamento;LT Adrianápolis – Macaé;345;FURNAS - CENTRAIS ELETRICAS S.A.;2,32742E+13;Baixa;Paralisada;;;;;23/05/2012;;23/05/2012;;;;;;30/10/2012;;;;;15/04/2021;;23/05/2011;;15/01/2023;Estágio das obras da usina;Fora ACR;Sistema Interligado Nacional;;Atrasado;03/04/2025;;;26/03/2008;26/03/2010;Vencida;;16/04/2013;Solicitada renovação;22/10/2021;15/09/2024;15/09/2024;08/08/2024;02/08/2030;Válida;Válido;03/09/2018;20/09/2018;Não se Aplica;;;Válido;19/12/2048;18/12/2018;Não se Aplica;;;Válido;19/12/2048;19/12/2018;Resolução;5.423;ANEEL;Autorização;25/08/2015
26/05/2025;22/04/2025;33807;EOL.CV.RS.033807-9.1;RS;Eólica;EOL;Coxilha Negra 4;96600; 100% para COMPANHIA DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA DO SUL DO BRASIL - ELETROBRAS CGT ELETROSUL (PIE);Subestação;Ibiapina II;69;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Alta;Em andamento;;;;;22/11/2022;;17/08/2023;;30/10/2023;;;;16/08/2024;;03/09/2024;;;25/11/2024;;24/05/2023;;05/02/2024;Estágio das obras da usina;Fora ACR;Sistema Interligado Nacional;;Normal;08/04/2025;N;;08/03/2012;08/03/2017;Vencida;08/07/2022;08/07/2028;Válida;01/11/2023;01/08/2024;01/09/2024;19/03/2024;19/03/2034;Válida;Válido;29/08/2022;02/01/2023;Não se Aplica;;;Válido;23/08/2057;21/06/2023;Não se Aplica;;;Válido;29/08/2057;24/02/2023;Resolução;12.496;ANEEL;Autorização;23/08/2022
26/05/2025;22/04/2025;33830;PCH.PH.RS.033830-3.1;RS;Hídrica;PCH;Touros IV;5750; 100% para TOUROS IV ENERGETICA S.A (PIE);Subestação;Lajeado Grande;138;INTERLIGACAO ELETRICA SUL S.A.;1,02611E+13;Média;Não Iniciada;15/01/2026;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Atrasado;04/04/2025;;;30/12/2008;30/12/2014;Vencida;30/07/2020;30/07/2030;Válida;;15/02/2027;15/03/2027;;;Não Solicitada;Válido;25/06/2019;10/07/2020;Não se Aplica;;;Não Assinado;;;Não Assinado;;;Não se Aplica;;;Resolução;5.325;ANEEL;Autorização;07/07/2015
26/05/2025;22/04/2025;33848;UTE.RU.SP.033848-6.1;SP;Biomassa;UTE;Paulínia Energia;25668; 100% para SPE PAULINIA ENERGIA LTDA. (PIE);Seccionamento;SE LD Carioba-Nova Aparecida;138;COMPANHIA PAULISTA DE FORCA E LUZ;3,30502E+13;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Atrasado;03/01/2022;;;22/12/2015;22/12/2020;Válida;16/05/2017;16/05/2020;Válida;;31/12/2022;31/12/2022;;;Não Solicitada;Não Solicitado;;;Não Assinado;;;Não Assinado;;;Não Assinado;;;Não Assinado;;;Resolução;6.498;ANEEL;Autorização;18/07/2017
26/05/2025;22/04/2025;33883;UTE.FL.RS.033883-4.1;RS;Biomassa;UTE;Cambará;50000; 100% para USINA TERMELÉTRICA CAMBARÁ S.A. (PIE);Subestação;São Francisco de Paula;138;RIO GRANDE ENERGIA SA;2,01644E+12;Média;Não Iniciada;24/07/2025;;;;15/12/2022;;;;;;;;;;;;;;;;;;Compromisso de venda de energia - PPA;ACR;Sistema Interligado Nacional;;Atrasado;05/04/2025;;;11/09/2017;22/09/2022;Válida;22/02/2024;22/02/2029;Válida;;04/02/2026;04/02/2026;;;Não Solicitada;Válido;18/10/2018;27/11/2019;Válido;14/03/2051;13/11/2020;Não se Aplica;;;Válido;14/03/2051;13/11/2020;Válido;12/05/2053;09/10/2019;Portaria;245;MME;Autorização;11/06/2018
26/05/2025;22/04/2025;33936;UFV.RS.CE.033936-9.1;CE;Solar;UFV;Castelo Vieira 1;30100; 100% para Novos Rumos Energia Renovável LTDA (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;02/11/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;07/04/2025;S;Complexo Solar Castelo Vieira;16/05/2023;14/05/2028;Válida;;;Não Solicitada;;12/09/2027;12/09/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;3.735;ANEEL;Autorização;28/09/2023
26/05/2025;22/04/2025;33937;UFV.RS.CE.033937-7.1;CE;Solar;UFV;Castelo Vieira 2;30100; 100% para Novos Rumos Energia Renovável LTDA (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;02/11/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;07/04/2025;S;Complexo Solar Castelo Vieira;16/05/2023;14/05/2028;Válida;;;Não Solicitada;;12/09/2027;12/09/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;3.736;ANEEL;Autorização;28/09/2023
26/05/2025;22/04/2025;33938;UFV.RS.CE.033938-5.1;CE;Solar;UFV;Castelo Vieira 3;22050; 100% para Novos Rumos Energia Renovável LTDA (PIE);Subestação;outro;0;;;Média;Não Iniciada;05/10/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;07/04/2025;N;;16/05/2023;14/05/2028;Válida;;;Não Solicitada;;12/09/2027;12/09/2027;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Despacho;3.737;ANEEL;Autorização;28/09/2023
26/05/2025;22/04/2025;33951;UFV.RS.BA.033951-2.1;BA;Solar;UFV;Ouro I;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Outros;Outros;0;;;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;N;;07/11/2024;07/11/2029;Válida;;;Não Solicitada;;30/04/2025;30/04/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.633;ANEEL;Autorização;14/02/2023
26/05/2025;22/04/2025;33952;UFV.RS.BA.033952-0.1;BA;Solar;UFV;Ouro II;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Outros;Outros;0;;;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;N;;07/11/2024;07/11/2029;Válida;;;Não Solicitada;;30/04/2025;30/04/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.634;ANEEL;Autorização;14/02/2023
26/05/2025;22/04/2025;33953;UFV.RS.BA.033953-9.1;BA;Solar;UFV;Ouro III;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Outros;Outros;0;;;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;N;;22/03/2019;22/03/2024;Válida;;;Não Solicitada;;30/04/2025;30/04/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.635;ANEEL;Autorização;14/02/2023
26/05/2025;22/04/2025;33954;UFV.RS.BA.033954-7.1;BA;Solar;UFV;Ouro IV;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Outros;Outros;0;;;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;N;;22/03/2019;22/03/2024;Válida;;;Não Solicitada;;18/04/2025;18/05/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.636;ANEEL;Autorização;14/02/2023
26/05/2025;22/04/2025;33955;UFV.RS.BA.033955-5.1;BA;Solar;UFV;Ouro V;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Outros;Outros;0;;;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;07/11/2024;07/11/2029;Válida;;;Não Solicitada;;16/05/2025;15/06/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.637;ANEEL;Autorização;14/02/2023
26/05/2025;22/04/2025;33956;UFV.RS.BA.033956-3.1;BA;Solar;UFV;Ouro VI;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Outros;Outros;0;;;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;07/11/2024;07/11/2029;Válida;;;Não Solicitada;;13/06/2025;13/07/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.638;ANEEL;Autorização;14/02/2023
26/05/2025;22/04/2025;33957;UFV.RS.BA.033957-1.1;BA;Solar;UFV;Ouro VII;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Outros;Outros;0;;;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;22/03/2019;22/03/2024;Válida;;;Não Solicitada;;11/07/2025;10/08/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.639;ANEEL;Autorização;14/02/2023
26/05/2025;22/04/2025;33958;UFV.RS.BA.033958-0.1;BA;Solar;UFV;Ouro VIII;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Outros;Outros;0;;;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;22/03/2019;22/03/2024;Válida;;;Não Solicitada;;08/08/2025;07/09/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.640;ANEEL;Autorização;14/02/2023
26/05/2025;22/04/2025;33959;UFV.RS.BA.033959-8.1;BA;Solar;UFV;Ouro IX;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Outros;Outros;0;;;Média;Não Iniciada;12/06/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;22/03/2019;22/03/2024;Válida;;;Não Solicitada;;05/09/2025;05/10/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.641;ANEEL;Autorização;14/02/2023
26/05/2025;22/04/2025;33960;UFV.RS.BA.033960-1.1;BA;Solar;UFV;Ouro X;32000; 100% para CPFL ENERGIAS RENOVÁVEIS S.A. (PIE);Outros;Outros;0;;;Média;Não Iniciada;10/05/2025;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;03/04/2025;N;;22/03/2019;22/03/2024;Válida;;;Não Solicitada;;03/10/2025;02/11/2025;;;Não Solicitada;Não Solicitado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;13.642;ANEEL;Autorização;14/02/2023
26/05/2025;22/04/2025;33961;PCH.PH.SC.033961-0.1;SC;Hídrica;PCH;Prainha;13050; 100% para NOVACASA GERAÇÃO DE ENERGIA SPE LTDA (PIE);Subestação;Clevelândia;34,5;COPEL DISTRIBUICAO S.A.;4,3689E+12;Média;Não Iniciada;06/01/2026;;;24/01/2021;;05/03/2021;;21/09/2021;;05/03/2021;;18/02/2022;;;;19/01/2022;;;30/12/2021;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Atrasado;01/04/2025;;;16/05/2011;11/05/2013;Vencida;;;Solicitada;;06/05/2025;06/06/2025;;;Não Solicitada;Válido;11/04/2018;05/07/2018;Válido;01/12/2021;30/07/2018;Não se Aplica;;;Válido;01/12/2021;30/07/2018;Não se Aplica;;;Resolução;6.571;ANEEL;Autorização;22/08/2017
26/05/2025;22/04/2025;33969;UFV.RS.MG.033969-5.1;MG;Solar;UFV;RQL 02;30000; 100% para NORSOL NORTE ENERGIA SOLAR LTDA (PIE);Seccionamento;Montes Claros 2/Francisco Sá;138;CEMIG GERACAO E TRANSMISSAO S.A;6,98118E+12;Média;Não Iniciada;30/11/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Atrasado;03/04/2025;N;;17/11/2021;17/11/2031;Válida;17/11/2021;17/11/2031;Válida;09/11/2021;;;17/11/2021;17/11/2031;Válida;Válido;11/11/2020;30/04/2021;Válido;29/07/2026;29/07/2021;Não se Aplica;;;Válido;29/07/2026;29/07/2021;Não se Aplica;;;Resolução;9.221;ANEEL;Autorização;15/09/2020
26/05/2025;22/04/2025;34059;PCH.PH.SC.034059-6.1;SC;Hídrica;PCH;Santa Rosa;9990; 100% para SANTA ROSA ENERGIA E PARTICIPACOES S.A. (PIE);Subestação;Palmas;138;COPEL DISTRIBUICAO S.A.;4,3689E+12;Média;Não Iniciada;06/11/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Atrasado;01/04/2025;;;23/02/2017;23/02/2020;Válida;04/10/2023;04/10/2029;Válida;;06/11/2025;07/11/2025;;;Não Solicitada;Válido;26/04/2018;17/05/2018;Válido;25/06/2022;25/06/2018;Não se Aplica;;;Válido;25/06/2022;25/06/2018;Não se Aplica;;;Resolução;6.356;ANEEL;Autorização;23/05/2017
26/05/2025;22/04/2025;34069;UFV.RS.PB.034069-3.1;PB;Solar;UFV;Solaris II;18750; 100% para PACTO GERACAO E TRANSMISSAO LTDA (PIE);Outros;Não definida na outorga;0;;;Média;Não Iniciada;15/06/2026;;;;;;;;;;;;;;;;;;;;;;Sem Licença de Instalação - LI;Fora ACR;Sistema Interligado Nacional;;Normal;02/04/2025;S;Coremas;09/09/2021;09/09/2022;Vencida;;;Não Solicitada;;15/06/2026;15/06/2026;;;Não Solicitada;Não Solicitado;;;Não Assinado;;;Não Assinado;;;Não Assinado;;;Não Assinado;;;Resolução;13.542;ANEEL;Autorização;31/01/2023
26/05/2025;22/04/2025;34117;PCH.PH.PR.034117-7.1;PR;Hídrica;PCH;Cavernoso VIII;5200; 100% para Energética Rodão LTDA. (PIE);Outros;AL Cantagalo da SE Laranjeiras do Sul 138kV;34,5;COPEL DISTRIBUICAO S.A.;4,3689E+12;Média;Não Iniciada;01/06/2025;;;01/12/2022;;01/03/2023;;01/05/2023;;01/05/2023;;01/01/2024;;;;01/11/2024;;;01/10/2023;;;;Compromisso de venda de energia - PPA;ACR;Sistema Interligado Nacional;;Normal;03/04/2025;;;24/02/2021;24/02/2023;Válida;;;Solicitada;;01/06/2025;01/08/2025;;;Não Solicitada;Válido;28/10/2021;01/11/2021;Válido;18/01/2023;19/01/2022;Não se Aplica;;;Válido;18/01/2023;19/01/2022;Não se Aplica;;;Resolução;10.726;ANEEL;Autorização;13/10/2021
26/05/2025;22/04/2025;34282;UFV.RS.PI.034282-3.1;PI;Solar;UFV;Chateau Fort 1;46875; 100% para PERCHATEAU ENERGIA SOLAR LTDA. (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;14/04/2025;S;Complexo Solar Chateau Fort;21/07/2014;21/07/2015;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;15/09/2022;30/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.563;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34284;UFV.RS.PI.034284-0.1;PI;Solar;UFV;Chateau Fort 2;46875; 100% para PERCHATEAU ENERGIA SOLAR LTDA. (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;14/04/2025;S;Complexo Solar Chateau Fort;21/07/2014;21/07/2015;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;15/09/2022;30/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.561;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34285;UFV.RS.PI.034285-8.1;PI;Solar;UFV;Chateau Fort 3;46875; 100% para PERCHATEAU ENERGIA SOLAR LTDA. (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;14/04/2025;S;Complexo Solar Chateau Fort;21/07/2014;21/07/2015;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;15/09/2022;30/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.562;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34286;UFV.RS.PI.034286-6.1;PI;Solar;UFV;Chateau Fort 4;46875; 100% para PERCHATEAU ENERGIA SOLAR LTDA. (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Atrasado;14/04/2025;S;Complexo Solar Chateau Fort;21/07/2014;21/07/2015;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;15/09/2022;30/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.566;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34287;UFV.RS.PI.034287-4.1;PI;Solar;UFV;Chateau Fort 5;46875; 100% para PERCHATEAU ENERGIA SOLAR LTDA. (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;14/04/2025;S;Complexo Solar Chateau Fort;21/07/2014;21/07/2015;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;15/09/2022;30/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.565;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34288;UFV.RS.PI.034288-2.1;PI;Solar;UFV;Chateau Fort 6;18750; 100% para PERCHATEAU ENERGIA SOLAR LTDA. (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;15/04/2025;S;Complexo Solar Chateau Fort;21/07/2014;21/07/2015;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;15/09/2022;30/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.564;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34289;UFV.RS.PI.034289-0.1;PI;Solar;UFV;Chateau Fort 7;18750; 100% para PERCHATEAU ENERGIA SOLAR LTDA. (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Atrasado;14/04/2025;S;Complexo Solar Chateau Fort;21/07/2014;21/07/2015;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;15/09/2022;30/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.569;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34290;UFV.RS.PI.034290-4.1;PI;Solar;UFV;Chateau Fort 8;18750; 100% para PERCHATEAU ENERGIA SOLAR LTDA. (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;14/04/2025;S;Complexo Solar Chateau Fort;21/07/2014;21/07/2015;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;15/09/2022;30/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.568;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34291;UFV.RS.PI.034291-2.1;PI;Solar;UFV;Chateau Fort 9;28125; 100% para PERCHATEAU ENERGIA SOLAR LTDA. (PIE);Subestação;São João do Piauí;500;COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO;3,35414E+13;Média;Não Iniciada;01/10/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Atrasado;14/04/2025;S;Complexo Solar Chateau Fort;21/07/2014;21/07/2015;Vencida;16/07/2021;16/07/2023;Válida;;01/06/2025;01/07/2025;;;Não Solicitada;Vencido;15/09/2022;30/09/2022;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Resolução;10.567;ANEEL;Autorização;21/09/2021
26/05/2025;22/04/2025;34292;UFV.RS.BA.034292-0.1;BA;Solar;UFV;Citrino;30000; 100% para CITRINO SOLAR ENERGIA SPE LTDA. (PIE);Subestação;Ibipeba;69;COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA COELBA;1,51396E+13;Média;Não Iniciada;06/08/2025;;;;;;;;;;;;;;;;;;;;;;Acesso a rede não contratado - CUST/CUSD;Fora ACR;Sistema Interligado Nacional;;Normal;05/04/2025;N;;29/08/2020;29/08/2025;Válida;20/04/2023;20/04/2028;Válida;;01/09/2025;19/12/2025;;;Não Solicitada;Válido;28/11/2023;08/07/2024;Não Assinado;;;Não se Aplica;;;Não Assinado;;;Não se Aplica;;;Resolução;10.992;ANEEL;Autorização;18/01/2022
